"Scientific_name","New","Common_name","Clade","Taxon_ID","Assembly_name","Accession","Genome_size_bps","Annotation_provider","Annotation_method","Annotation","Genome","RNA_Seq"
"Arvicola amphibius","","Eurasian water vole","Rodents","1047088","mArvAmp1.2","GCA_903992535.2","2297766297","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Astatotilapia calliptera","","Eastern happy","Fish","8154","fAstCal1.3","GCA_900246225.5","880428986","Ensembl","Full genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Astatotilapia calliptera","","Eastern happy","Fish","8154","fAstCal1.2","GCA_900246225.3","880428986","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Asterias rubens","","European starfish","Metazoa","7604","eAstRub1.3","GCA_902459465.3","417601740","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Asterias rubens","","European starfish","Metazoa","7604","eAstRub1.3","GCA_902459465.3","417601740","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Astyanax mexicanus","","Mexican tetra","Fish","7994","AstMex3_surface","GCA_023375975.1","1373169186","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Astyanax mexicanus","","Mexican tetra (Pachon cave)","Fish","7994","AMEX_1.1","GCA_019721115.1","1378811567","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Astyanax mexicanus","","Mexican tetra (Molino cave)","Fish","7994","AstMex3_Molino","GCA_023375845.1","1361196561","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Astyanax mexicanus","","Mexican tetra (Tinaja cave)","Fish","7994","AstMex3_Tinaja","GCA_023375835.1","1410308222","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Ateles geoffroyi","","Black-handed spider monkey","Primates","9509","AteGeo_v1_BIUU","GCA_004024785.1","2897033911","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Atethmia centrago","","Moths (alternate haplotype)","Lepidoptera","988071","ilAteCent1.1_alternate_haplotype","GCA_905332945.1","892083702","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Atethmia centrago","","Moths","Lepidoptera","988071","ilAteCent1.3","GCA_905333075.3","926639817","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Athalia rosae","","Coleseed sawfly","Hymenoptera","37344","iyAthRosa1.1","GCA_917208135.1","171955050","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Athalia rosae","","Coleseed sawfly (alternate haplotype)","Hymenoptera","37344","iyAthRosa1.2_alternate_haplotype","GCA_917207985.2","168692918","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Athalia rosae","","Coleseed sawfly (CS-ADULT)","Hymenoptera","37344","Aros_2.0","GCA_000344095.2","155841210","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Autographa gamma","","Silver Y moth (alternate haplotype)","Lepidoptera","254363","ilAutGamm1.1_alternate_haplotype","GCA_905146835.1","337172335","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Autographa gamma","","Silver Y moth","Lepidoptera","254363","ilAutGamm1.1","GCA_905146925.1","373051863","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Autographa pulchrina","","Moths","Lepidoptera","987893","ilAutPulc1.1","GCA_905475315.1","426225690","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Autographa pulchrina","","Moths (alternate haplotype)","Lepidoptera","987893","ilAutPulc1.1_alternate_haplotype","GCA_905475435.1","389313284","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bactrocera dorsalis","","Oriental fruit fly (Punador)","Diptera","27457","ASM78921v2","GCA_000789215.2","414984608","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Bactrocera latifrons","","Solanum fruit fly (USDA-ARS-PBARC rearing strain)","Diptera","174628","ASM185335v1","GCA_001853355.1","462505359","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Bactrocera tryoni","","Queensland fruitfly (S06)","Diptera","59916","CSIRO_BtryS06_freeze1","GCA_016617805.2","570658800","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Balaenoptera musculus","","Blue whale","Mammals","9771","mBalMus1.v2","GCA_009873245.2","2379995981","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Balaenoptera musculus","","Blue whale","Mammals","9771","mBalMus1.pri.v3","GCA_009873245.3","2374852541","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bellardia pandia","","Flies","Diptera","2795671","idBelPand1.2","GCA_916048285.2","617022296","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Bellardia pandia","","Flies (alternate haplotype)","Diptera","2795671","idBelPand1.1_alternate_haplotype","GCA_916050155.1","598328550","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Bembecia ichneumoniformis","","Six-belted clearwing (alternate haplotype)","Lepidoptera","301037","ilBemIchn1.1_alternate_haplotype","GCA_910589565.1","439071152","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bembecia ichneumoniformis","","Six-belted clearwing","Lepidoptera","301037","ilBemIchn1.1","GCA_910589475.1","511395034","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bemisia tabaci","NEW","Silverleaf whitefly (MED)","Hemiptera","7038","GCA918797505v1","GCA_918797505.1","609949642","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Betta splendens","","Siamese fighting fish","Fish","158456","fBetSpl5.3","GCA_900634795.3","441388503","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Betta splendens","","Siamese fighting fish","Fish","158456","fBetSpl5.2","GCA_900634795.2","441371523","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bibio marci","","St. Mark's fly","Diptera","189979","idBibMarc1.1","GCA_910594885.1","340009463","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bibio marci","","St. Mark's fly (alternate haplotype)","Diptera","189979","idBibMarc1.1_alternate_haplotype","GCA_910594895.1","320054162","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bicyclus anynana","","Squinting bush brown","Lepidoptera","110368","Bicyclus_anynana_v1.2","GCA_900239965.1","475399557","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Biston betularia","","Pepper-and-salt moth","Lepidoptera","82595","ilBisBetu1.2","GCA_905404145.2","404509252","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Biston betularia","","Pepper-and-salt moth","Lepidoptera","82595","ilBisBetu1.1","GCA_905404145.1","404509252","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Biston betularia","","Pepper-and-salt moth (alternate haplotype)","Lepidoptera","82595","ilBisBetu1.1_alternate_haplotype","GCA_905404215.1","404631406","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Blastobasis adustella","","Moths","Lepidoptera","1869501","ilBlaAdus2.1","GCA_907269095.1","557424730","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Blastobasis adustella","","Moths (alternate haplotype)","Lepidoptera","1869501","ilBlaAdus2.1_alternate_haplotype","GCA_907269055.1","396622972","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Blastobasis lacticolella","","Moths (alternate haplotype)","Lepidoptera","2561016","ilBlaLact1.1_alternate_haplotype","GCA_905147205.1","539891459","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Blastobasis lacticolella","","Moths","Lepidoptera","2561016","ilBlaLact1.1","GCA_905147135.1","577068156","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Boloria selene","","Silver meadow fritillary (alternate haplotype)","Lepidoptera","191398","ilBolSele5.1_alternate_haplotype","GCA_905231875.1","326647194","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Boloria selene","","Silver meadow fritillary","Lepidoptera","191398","ilBolSele5.2","GCA_905231865.2","399902484","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus bifarius","","Bees","Hymenoptera","103933","Bbif_JDL3187","GCA_011952205.1","266784621","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus breviceps","","Bees","Hymenoptera","395515","ASM1482592v1","GCA_014825925.1","248124274","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus campestris","","Bees","Hymenoptera","207624","iyBomCamp1.2","GCA_905333015.2","275239257","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus campestris","","Bees","Hymenoptera","207624","iyBomCamp1.1","GCA_905333015.1","270743918","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus confusus","","Bees","Hymenoptera","217217","ASM1473747v1","GCA_014737475.1","239101172","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus consobrinus","","Bees","Hymenoptera","130686","ASM1473745v1","GCA_014737455.1","249068899","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus cullumanus","","Bees","Hymenoptera","2562068","ASM1473753v1","GCA_014737535.1","246986414","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus difficillimus","","Bees","Hymenoptera","395520","ASM1473752v1","GCA_014737525.1","243560081","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus haemorrhoidalis","","Bees","Hymenoptera","207636","ASM1482597v1","GCA_014825975.1","240538686","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus hortorum","","Bees","Hymenoptera","85660","iyBomHort1.1","GCA_905332935.1","296297395","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus huntii","","Bees","Hymenoptera","85661","iyBomHunt1.1","GCA_024542735.1","317402180","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus hypnorum","","Bees","Hymenoptera","30191","iyBomHypn1.1","GCA_911387925.1","297334159","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus ignitus","","Bees","Hymenoptera","130704","ASM1482587v1","GCA_014825875.1","242565149","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus impatiens","","Common eastern bumble bee","Hymenoptera","132113","BIMP_2.2","GCA_000188095.4","246856484","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus opulentus","","Bees","Hymenoptera","2024865","ASM1473740v1","GCA_014737405.1","242353651","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus pascuorum","","Bees","Hymenoptera","65598","iyBomPasc1.1","GCA_905332965.1","307548333","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus pascuorum","","Bees (alternate haplotype)","Hymenoptera","65598","iyBomPasc1.1_alternate_haplotype","GCA_905332995.1","276214278","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus picipes","","Bees","Hymenoptera","309970","ASM1473748v1","GCA_014737485.1","253987937","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus polaris","","Bees","Hymenoptera","130708","ASM1473733v1","GCA_014737335.1","245790074","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus pratorum","","Bees (alternate haplotype)","Hymenoptera","30194","iyBomPrat1.1_alternate_haplotype","GCA_930367225.1","260647694","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus pratorum","","Bees","Hymenoptera","30194","iyBomPrat1.1","GCA_930367275.1","285050844","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus pyrosoma","","Bees","Hymenoptera","396416","ASM1482585v1","GCA_014825855.1","254804690","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus sibiricus","","Bees","Hymenoptera","421273","ASM1473750v1","GCA_014737505.1","262420024","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus skorikovi","","Bees","Hymenoptera","395565","ASM1473735v1","GCA_014737355.1","242038170","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus soroeensis","","Bees","Hymenoptera","184059","ASM1473736v1","GCA_014737365.1","243573539","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus superbus","","Bees","Hymenoptera","1869276","ASM1473738v1","GCA_014737385.1","230139620","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus sylvestris","","Bees","Hymenoptera","30201","iyBomSyle1.1","GCA_911622165.1","302565711","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus terrestris","","Buff-tailed bumblebee","Hymenoptera","30195","iyBomTerr1.2","GCA_910591885.2","392962041","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus terrestris","","Buff-tailed bumblebee (alternate haplotype)","Hymenoptera","30195","iyBomTerr1.2_alternate_haplotype","GCA_910592195.2","320664292","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus terrestris","","Buff-tailed bumblebee","Hymenoptera","30195","Bter_1.0","GCA_000214255.1","248654244","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus terrestris","","Buff-tailed bumblebee","Hymenoptera","30195","iyBomTerr1.1","GCA_910591885.1","393078396","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus turneri","","Bees","Hymenoptera","686820","ASM1482582v1","GCA_014825825.1","243111512","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus vancouverensis nearcticus","","Bees","Hymenoptera","2705178","Bvanc_JDL1245","GCA_011952275.1","282133710","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus vosnesenskii","","Bees","Hymenoptera","207650","Bvos_JDL3184-5_v1.1","GCA_011952255.1","275577952","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombus waltoni","","Bees","Hymenoptera","395577","ASM1473739v1","GCA_014737395.1","231149577","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombylius discolor","","Flies","Diptera","2741128","idBomDisc1.1","GCA_939192795.1","279827877","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombylius discolor","","Flies (alternate haplotype)","Diptera","2741128","idBomDisc1.1_alternate_haplotype","GCA_939192785.1","228578990","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombylius major","","Flies (alternate haplotype)","Diptera","240869","idBomMajo1.1_alternate_haplotype","GCA_932526615.1","260208877","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombylius major","","Flies","Diptera","240869","idBomMajo1.1","GCA_932526495.1","304311880","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bombyx mandarina","","Wild silkworm (Bman2017)","Lepidoptera","7092","ASM398793v1","GCA_003987935.1","398588931","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Bos gaurus","","Gaur","Mammals","9904","ARS_UOA_Gaur_1","GCA_014182915.1","2717333235","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Bos mutus","","Wild yak (Datong Yak)","Mammals","72004","ASM764659v3","GCA_007646595.3","2761379179","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Brachylomia viminalis","","Moths","Lepidoptera","988081","ilBraVimi1.1","GCA_937001585.1","781421368","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Brachylomia viminalis","","Moths (alternate haplotype)","Lepidoptera","988081","ilBraVimi1.1_alternate_haplotype","GCA_937001565.1","752477492","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Brassicogethes aeneus","","Rapeseed Pollen Beetle","Coleoptera","1431903","PGI_MELIAE_v1","GCA_921294245.1","585278335","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Brenthis ino","","Lesser marbled fritillary","Lepidoptera","405034","SP_BI_364.v2_0","GCA_921882275.1","411873249","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Buathra laborator","","Wasps, ants, and bees","Hymenoptera","1419289","iyBuaLabo1.1","GCA_934046635.1","329895160","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Buathra laborator","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","1419289","iyBuaLabo1.1_alternate_haplotype","GCA_934046145.1","261354714","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bubalus bubalis","","Water buffalo","Mammals","89462","UOA_WB_1","GCA_003121395.1","2655780776","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Bubo bubo","","Eurasian eagle-owl","Birds","30461","BubBub1.0","GCA_010303855.1","1258069325","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Bufo bufo","","Common toad","Amphibians","8384","aBufBuf1.1","GCA_905171765.1","5044744194","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Bufo gargarizans","","Asiatic toad","Amphibians","30331","ASM1485885v1","GCA_014858855.1","4545465442","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Buteo japonicus","","Eastern buzzard","Birds","224669","ButJap1.0","GCA_010312235.1","1259715124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cairina moschata domestica","","Muscovy Duck (domestic type)","Birds","1240228","CaiMos1.0","GCA_009194515.1","1109207201","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cajanus cajan","","Pigeon pea","Plants","3821","C.cajan_V1.0","GCA_000340665.1","592816859","IIPG","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Calamotropha paludella","","Moths (alternate haplotype)","Lepidoptera","1371681","ilCalPalu1.1_alternate_haplotype","GCA_927399455.1","620053142","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Calamotropha paludella","","Moths","Lepidoptera","1371681","ilCalPalu1.1","GCA_927399485.1","742465520","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Calliphora vomitoria","","Flies (alternate haplotype)","Diptera","27454","idCalVomi1.1_alternate_haplotype","GCA_942486075.1","706467666","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Calliphora vomitoria","","Flies","Diptera","27454","idCalVomi1.1","GCA_942486065.1","706662258","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Callithrix jacchus","","White-tufted-ear marmoset","Primates","9483","mCalJac1.pat.X","GCA_011100555.1","2829711198","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Callorhinus ursinus","","Northern fur seal","Mammals","34884","ASM326570v1","GCA_003265705.1","2706868872","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Camarhynchus parvulus","","Small tree finch","Birds","87175","Camarhynchus_parvulus_V1.1","GCA_902806625.1","1064016364","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Camelus ferus","","Wild Bactrian camel","Mammals","419612","BCGSAC_Cfer_1.0","GCA_009834535.1","2087093976","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Campaea margaritaria","","Moths (alternate haplotype)","Lepidoptera","934813","ilCamMarg1.1_alternate_haplotype","GCA_912999775.1","330463930","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Campaea margaritaria","","Moths","Lepidoptera","934813","ilCamMarg1.1","GCA_912999815.1","335209595","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Camponotus floridanus","","Florida carpenter ant (SB8)","Hymenoptera","104421","Cflo_v7.5","GCA_003227725.1","284009182","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Canis lupus","","Gray wolf","Mammals","9612","mCanLor1.2","GCA_905319855.2","2447447219","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (Great Dane)","Mammals","9615","UMICH_Zoey_3.1","GCA_005444595.1","2343202000","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (Basenji)","Mammals","9615","Basenji_breed-1.1","GCA_004886185.2","2410429933","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (Labrador retriever)","Mammals","9615","ROS_Cfam_1.0","GCA_014441545.1","2396858295","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (German Shepherd)","Mammals","9615","ASM864105v1","GCA_008641055.1","2407291559","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Canis lupus familiaris","","Dog (German Shepherd)","Mammals","9615","UU_Cfam_GSD_1.0","GCA_011100685.1","2481983352","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (Basenji)","Mammals","9615","Basenji_breed-1.1","GCA_004886185.1","2410429933","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (Boxer)","Mammals","9615","Dog10K_Boxer_Tasha","GCA_000002285.4","2312785471","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Canis lupus familiaris","","Dog (German Shepherd)","Mammals","9615","ASM864105v3","GCA_008641055.3","2407226110","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cantharis rustica","","Beetles","Coleoptera","195172","icCanRust1.1","GCA_911387805.1","445917632","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cantharis rustica","","Beetles (alternate haplotype)","Coleoptera","195172","icCanRust1.1_alternate_haplotype","GCA_911387815.1","417661400","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
