species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Jaculusjaculus,Glires,158,71.82,"Mir-1296, Mir-1307, Mir-1329, Mir-1343, Mir-1379, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-458, Mir-460, Mir-590, Mir-598, Mir-6529, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-760, Mir-885",183,83.18,"Mir-1251, Mir-1271, Mir-1416, Mir-147, Mir-1911, Mir-224, Mir-2355, Mir-296, Mir-3085, Mir-335, Mir-350, Mir-4541, Mir-456, Mir-489, Mir-491, Mir-511, Mir-628, Mir-6715, Mir-675, Mir-71, Mir-7180, Mir-722, Mir-737, Mir-770, Mir-877"
Labeocatla,Clupeocephala,94,82.46,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-456, Mir-76",104,91.23,"Mir-147, Mir-155, Mir-191, Mir-4057, Mir-4541, Mir-71, Mir-7132, Mir-7133, Mir-729, Mir-875"
Lacertaagilis,Lepidosauria,101,85.59,"Mir-1416, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4541, Mir-459, Mir-7147, Mir-722, Mir-76",107,90.68,"Mir-2001, Mir-2184, Mir-4057, Mir-71, Mir-725, Mir-7463"
Lagenorhynchusobliquidens,Laurasiatheria,173,79.72,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76",191,88.02,"Mir-1296, Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-187, Mir-1911, Mir-339, Mir-350, Mir-592, Mir-653, Mir-672, Mir-722, Mir-725, Mir-737, Mir-744"
Laothoepopuli,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-184, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-71, Mir-999",56,83.58,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Laothoepopuli,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Lasioglossumlativentre,Endopterygota,44,68.75,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-929, Mir-932, Mir-971"
Lasioglossummorio,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-67, Mir-929, Mir-932, Mir-971"
Lasioglossummorio,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-67, Mir-929, Mir-932, Mir-971"
Lasioglossumpauxillum,Endopterygota,43,67.19,"Mir-153, Mir-2001, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-67, Mir-929, Mir-932, Mir-971"
Lasioglossumpauxillum,Endopterygota,41,64.06,"Mir-153, Mir-190, Mir-2001, Mir-22, Mir-242, Mir-277, Mir-36, Mir-970, Mir-989",55,85.94,"Mir-1000, Mir-14, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-67, Mir-929, Mir-932, Mir-971"
Lasiommatamegera,Lepidoptera,48,71.64,"Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",60,89.55,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-316, Mir-375, Mir-71, Mir-970, Mir-988"
Lasiommatamegera,Lepidoptera,50,74.63,"Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-375, Mir-957, Mir-970, Mir-988, Mir-999"
Laspeyriaflexula,Lepidoptera,47,70.15,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Laspeyriaflexula,Lepidoptera,47,70.15,"Mir-10, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Leguminivoraglycinivorella,Lepidoptera,48,71.64,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970"
Leistusspinibarbis,Endopterygota,40,62.5,"Let-7, Mir-124, Mir-137, Mir-153, Mir-193, Mir-1993, Mir-242, Mir-3049, Mir-306, Mir-315, Mir-316, Mir-36, Mir-375, Mir-929, Mir-932",49,76.56,"Mir-14, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-965, Mir-970, Mir-989"
Leistusspinibarbis,Endopterygota,45,70.31,"Mir-153, Mir-193, Mir-1993, Mir-242, Mir-3049, Mir-306, Mir-36, Mir-375",56,87.5,"Mir-14, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Lemurcatta,Euarchontoglires,181,82.65,"Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-504, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",194,88.58,"Mir-1271, Mir-1329, Mir-1379, Mir-1416, Mir-1805, Mir-1842, Mir-2114, Mir-2483, Mir-511, Mir-598, Mir-722, Mir-770, Mir-9851"
Lepeophtheirussalmonis,Pancrustacea,26,49.06,"Mir-1, Mir-12, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-278, Mir-282, Mir-29, Mir-305, Mir-315, Mir-316, Mir-317, Mir-36, Mir-375",35,66.04,"Iab-4, Mir-124, Mir-153, Mir-216, Mir-22, Mir-3, Mir-31, Mir-7, Mir-965"
Leptideasinapis,Lepidoptera,43,64.18,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-87, Mir-957, Mir-988",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-2765, Mir-277, Mir-2796, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-989, Mir-999"
Leptideasinapis,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988",57,85.07,"Mir-1000, Mir-14, Mir-219, Mir-2765, Mir-277, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-989, Mir-999"
Leptinotarsadecemlineata,Endopterygota,42,65.62,"Mir-153, Mir-210, Mir-242, Mir-276, Mir-278, Mir-306, Mir-989",57,89.06,"Mir-137, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-36, Mir-375, Mir-750, Mir-932, Mir-965, Mir-970, Mir-971"
Leptobrachiumleishanense,Amphibia,89,79.46,"Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-599, Mir-725, Mir-727",102,91.07,"Mir-1662, Mir-1805, Mir-187, Mir-2188, Mir-383, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-737, Mir-76, Mir-875"
Leucozonalaternaria,Diptera,51,76.12,"Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",60,89.55,"Mir-153, Mir-1993, Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Leucozonalaternaria,Diptera,52,77.61,"Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",60,89.55,"Mir-153, Mir-1993, Mir-275, Mir-87, Mir-932, Mir-957, Mir-971, Mir-999"
Limenitiscamilla,Lepidoptera,48,71.64,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-71, Mir-932, Mir-988, Mir-999"
Limenitiscamilla,Lepidoptera,49,73.13,"Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-988"
Limnephiluslunatus,Endopterygota,44,68.75,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-989",57,89.06,"Mir-14, Mir-153, Mir-275, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-71, Mir-932, Mir-970, Mir-971"
Limnephilusmarmoratus,Endopterygota,44,68.75,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-36",59,92.19,"Mir-14, Mir-153, Mir-275, Mir-2765, Mir-29, Mir-3, Mir-306, Mir-315, Mir-316, Mir-71, Mir-750, Mir-932, Mir-970, Mir-971, Mir-989"
Limnephilusrhombicus,Endopterygota,46,71.88,"Mir-12, Mir-242, Mir-3049, Mir-36",60,93.75,"Mir-14, Mir-153, Mir-275, Mir-2765, Mir-29, Mir-3, Mir-306, Mir-315, Mir-316, Mir-71, Mir-932, Mir-970, Mir-971, Mir-989"
Limnopernafortunei,Mollusca,46,88.46,,52,100.0,"Mir-1984, Mir-1985, Mir-210, Mir-242, Mir-2722, Mir-9"
Limnopernafortunei,Mollusca,47,90.38,,52,100.0,"Mir-1984, Mir-1985, Mir-210, Mir-242, Mir-2722"
Limuluspolyphemus,Chelicerata,50,98.04,,51,100.0,Mir-242
Linepithemahumile,Endopterygota,42,65.62,"Mir-153, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-970, Mir-989",57,89.06,"Iab-4, Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965"
Lineuslongissimus,Lophotrochozoa,44,89.8,"Mir-1990, Mir-242",47,95.92,"Mir-1986, Mir-2001, Mir-36"
Lineuslongissimus,Lophotrochozoa,44,89.8,"Mir-1986, Mir-1990, Mir-242",46,93.88,"Mir-2001, Mir-36"
Lingulaanatina,Lophotrochozoa,47,95.92,,49,100.0,"Mir-190, Mir-36"
Lobophorahalterata,Lepidoptera,44,65.67,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-375, Mir-71, Mir-76, Mir-929, Mir-932, Mir-988"
Lobophorahalterata,Lepidoptera,44,65.67,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-375, Mir-76, Mir-929, Mir-932, Mir-988"
Luciliacuprina,Diptera,44,65.67,"Mir-153, Mir-184, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-36, Mir-971",58,86.57,"Mir-1175, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-33, Mir-71, Mir-750, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Luperinatestacea,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-36, Mir-76, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Luperinatestacea,Lepidoptera,46,68.66,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Lycaenaphlaeas,Lepidoptera,49,73.13,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-957, Mir-970, Mir-988, Mir-999"
Lycaenaphlaeas,Lepidoptera,49,73.13,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-957, Mir-970, Mir-988, Mir-999"
Lycaenaphlaeas,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-92, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-970, Mir-988, Mir-999"
Lymantriamonacha,Lepidoptera,50,74.63,"Mir-12, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-932, Mir-988"
Lymantriamonacha,Lepidoptera,51,76.12,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-988, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-932"
Lynxcanadensis,Laurasiatheria,169,77.88,"Mir-105, Mir-1329, Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-203, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-452, Mir-456, Mir-458, Mir-460, Mir-541, Mir-598, Mir-676, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",184,84.79,"Mir-1296, Mir-1379, Mir-1416, Mir-149, Mir-1805, Mir-2355, Mir-2483, Mir-337, Mir-350, Mir-448, Mir-4541, Mir-483, Mir-672, Mir-722, Mir-769"
Lysandrabellargus,Lepidoptera,46,68.66,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-71, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-929, Mir-932, Mir-970, Mir-988"
Lysandrabellargus,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-315, Mir-375, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-36, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Lysandracoridon,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-36, Mir-375, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-315, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Lysandracoridon,Lepidoptera,47,70.15,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Lytechinusvariegatus,Eleutherozoa,34,79.07,"Mir-190, Mir-216, Mir-22, Mir-281, Mir-315",38,88.37,"Mir-2006, Mir-2007, Mir-2011, Mir-2012"
Macacafascicularis,Catarrhini,203,82.86,"Mir-1388, Mir-1397, Mir-150, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-185, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-589, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-76",216,88.16,"Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-210, Mir-2387, Mir-2483, Mir-384, Mir-672, Mir-722, Mir-727, Mir-737, Mir-935"
Macacafascicularis,Catarrhini,167,68.16,"Mir-105, Mir-126, Mir-1301, Mir-1388, Mir-1397, Mir-150, Mir-1662, Mir-1788, Mir-1842, Mir-185, Mir-188, Mir-1912, Mir-2001, Mir-202, Mir-210, Mir-2114, Mir-2184, Mir-2188, Mir-22, Mir-221, Mir-2387, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-330, Mir-338, Mir-350, Mir-361, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-450, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-504, Mir-505, Mir-542, Mir-589, Mir-590, Mir-642, Mir-676, Mir-71, Mir-7147, Mir-726, Mir-76, Mir-877, Mir-934",193,78.78,"Mir-1277, Mir-1306, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-147, Mir-149, Mir-1805, Mir-191, Mir-242, Mir-2483, Mir-325, Mir-3934, Mir-499, Mir-576, Mir-651, Mir-652, Mir-6715, Mir-672, Mir-722, Mir-725, Mir-727, Mir-737, Mir-935, Mir-95"
Macacafascicularis,Catarrhini,160,65.31,"Mir-105, Mir-126, Mir-1298, Mir-1301, Mir-1388, Mir-1397, Mir-150, Mir-1662, Mir-1788, Mir-1842, Mir-185, Mir-188, Mir-1911, Mir-1912, Mir-2001, Mir-202, Mir-210, Mir-2114, Mir-2184, Mir-2188, Mir-22, Mir-221, Mir-224, Mir-2387, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-330, Mir-338, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-450, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-504, Mir-505, Mir-542, Mir-589, Mir-590, Mir-642, Mir-651, Mir-676, Mir-71, Mir-7147, Mir-726, Mir-76, Mir-877, Mir-934",187,76.33,"Mir-1277, Mir-1306, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-147, Mir-149, Mir-1805, Mir-191, Mir-223, Mir-242, Mir-2483, Mir-325, Mir-3934, Mir-499, Mir-506, Mir-576, Mir-652, Mir-6715, Mir-672, Mir-722, Mir-725, Mir-727, Mir-737, Mir-935, Mir-95"
Macacathibetanathibetana,Catarrhini,205,83.67,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-76",221,90.2,"Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1805, Mir-2387, Mir-2483, Mir-345, Mir-384, Mir-4524, Mir-579, Mir-672, Mir-722, Mir-727, Mir-737, Mir-944"
Macarianotata,Lepidoptera,44,65.67,"Bantam, Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-76, Mir-92, Mir-929, Mir-932, Mir-970"
Macarianotata,Lepidoptera,45,67.16,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-76, Mir-92, Mir-929, Mir-932, Mir-970"
Machimusatricapillus,Diptera,42,62.69,"Mir-1, Mir-1000, Mir-133, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-316, Mir-36, Mir-71, Mir-988",54,80.6,"Mir-1175, Mir-193, Mir-2001, Mir-22, Mir-306, Mir-750, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Machimusatricapillus,Diptera,46,68.66,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-36, Mir-71",61,91.04,"Mir-1175, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-750, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Macropiseuropaea,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Malachiusbipustulatus,Endopterygota,49,76.56,"Mir-153, Mir-2001, Mir-242, Mir-278, Mir-36",59,92.19,"Mir-22, Mir-275, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Malachiusbipustulatus,Endopterygota,49,76.56,"Mir-153, Mir-2001, Mir-242, Mir-278, Mir-36",59,92.19,"Mir-22, Mir-275, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Maluruscyaneussamueli,Neognathae,100,78.12,"Mir-144, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-8, Mir-875",105,82.03,"Mir-1467, Mir-1559, Mir-1720, Mir-1805, Mir-2984"
Mamestrabrassicae,Lepidoptera,48,71.64,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-970, Mir-988"
Manducasexta,Lepidoptera,49,73.13,"Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-2765, Mir-375, Mir-932, Mir-970, Mir-988"
Maniolahyperantus,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-22, Mir-2765, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Maniolajurtina,Lepidoptera,48,71.64,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988"
Maniolajurtina,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-71, Mir-932, Mir-970, Mir-988"
Manisjavanica,Laurasiatheria,166,76.5,"Mir-1379, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-203, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-384, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-598, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-935, Mir-9851",184,84.79,"Mir-1296, Mir-1416, Mir-1842, Mir-187, Mir-197, Mir-2114, Mir-2355, Mir-2483, Mir-378, Mir-448, Mir-582, Mir-671, Mir-675, Mir-676, Mir-722, Mir-737, Mir-744, Mir-769"
Marasmarchalunaedactyla,Lepidoptera,33,49.25,"Mir-10, Mir-1000, Mir-1175, Mir-12, Mir-133, Mir-137, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-278, Mir-281, Mir-3, Mir-3049, Mir-315, Mir-36, Mir-67, Mir-71, Mir-750, Mir-957, Mir-999",44,65.67,"Iab-4, Mir-1, Mir-2765, Mir-306, Mir-316, Mir-76, Mir-929, Mir-932, Mir-965, Mir-970, Mir-988"
Marasmarchalunaedactyla,Lepidoptera,45,67.16,"Mir-12, Mir-219, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-316, Mir-76, Mir-929, Mir-932, Mir-965, Mir-970, Mir-988"
Marasmiaexigua,Lepidoptera,49,73.13,"Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-957",61,91.04,"Mir-1000, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-3, Mir-36, Mir-929, Mir-970, Mir-999"
Marmotaflaviventris,Glires,179,81.36,"Mir-1307, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1912, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",195,88.64,"Mir-1329, Mir-1842, Mir-1911, Mir-197, Mir-2114, Mir-2483, Mir-337, Mir-452, Mir-4541, Mir-592, Mir-598, Mir-672, Mir-722, Mir-737, Mir-770, Mir-877"
